species,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,d_V,Ri,T_typical,t_0,model,metamorphosis,weaning,foetus
Anser_caerulescens,1.158213e+04,9.917800e-01,5.140600e-02,2.849999e+03,7.314600e+03,9.197000e-14,1.391000e+03,,,2.362000e+05,Anatidae,Anseriformes,Aves,Chordata,ET,THn,xiFm biTht,Tnsf,Ml,biCi xiH,Dg,O,3.026948e+00,,,1.059432e+01,2.572906e+01,1.265958e+03,,,,7.567370e+00,2.270211e+01,8.300000e+01,,,,2.391000e+03,,,,,,2.800000e-01,8.689072e-02,3.143500e+02,1.331320e+01,std,False,False,False
Anthobaphes_violacea,5.818010e+02,9.563300e-01,3.082600e-02,4.244041e+02,7.306560e+03,1.483000e-11,1.501000e+02,,9.800000e+02,2.170000e+03,Nectariniidae,Passeriformes,Aves,Chordata,BSk BWk,TPa,0iTh 0iMm,Tnpf,,biCi,Dg,O,2.960102e+00,,,5.270813e+00,9.892233e+00,2.219498e+02,,,,2.310710e+00,6.932131e+00,1.200000e+00,,,,8.800000e+00,,,,,,2.800000e-01,3.829695e-02,3.147500e+02,,std,False,False,False
Anthracoceros_malayanus,2.398515e+04,9.973200e-01,5.488000e-02,9.659143e+03,7.315087e+03,1.001000e-23,4.152000e+02,,,5.916000e+04,Bucerotidae,Bucerotiformes,Aves,Chordata,A,TPi,0iTi,Tnwf,,biHs biCi,Dg,O,5.472348e+00,,,,1.244546e+01,2.545187e+03,,,,,6.973116e+00,6.500000e+01,,,,1.050000e+03,,,,,,2.800000e-01,2.357390e-02,3.132500e+02,1.939190e+01,std,False,False,False
Anthus_hellmayri,9.678621e+02,9.665000e-01,3.592600e-02,6.084946e+02,7.323954e+03,5.508000e-13,1.644000e+02,,8.145000e+02,2.143000e+03,Motacillidae,Passeriformes,Aves,Chordata,Cfa Cfb,TN,0iTh 0iTi 0iTs 0iTg,Tnsf,Ms,biCi biHs,Dg,O,2.755957e+00,,,4.154545e+00,6.951721e+00,3.950707e+02,,,,1.398588e+00,4.195764e+00,2.000000e+00,,,,1.875000e+01,,,,,,2.800000e-01,9.011046e-02,3.147500e+02,,std,False,False,False
Anthus_pratensis,9.789229e+02,9.707700e-01,3.107300e-02,6.337506e+02,7.322429e+03,1.272000e-12,1.007000e+02,,5.950000e+02,1.703000e+03,Motacillidae,Passeriformes,Aves,Chordata,Cfb Dfb Dfc,THp,0iTh 0iTi 0iTs 0iTg,Tnsf,Ml,biCi biHs,Dg,O,2.755957e+00,,,4.276162e+00,7.316570e+00,3.906317e+02,,,,1.520204e+00,4.560613e+00,1.400000e+00,,,,2.000000e+01,,,,,,2.800000e-01,1.013743e-01,3.147500e+02,,std,False,False,False
Anthus_rubescens,1.116796e+03,9.420900e-01,3.162600e-02,7.183685e+02,7.320541e+03,8.332000e-13,2.576000e+02,,1.486000e+03,3.610000e+03,Motacillidae,Passeriformes,Aves,Chordata,Dfc Dfd ET,TH,0iTh 0iTi 0iTs 0iTg,Tnsf,Ml,biCi biHs,Dg,O,2.858030e+00,,,4.560659e+00,7.965916e+00,3.950707e+02,,,,1.702629e+00,5.107886e+00,1.850000e+00,,,,2.010000e+01,,,,,,2.800000e-01,1.239019e-01,3.147500e+02,,std,False,False,False
Anthus_spinoletta,1.397703e+03,9.363800e-01,3.350400e-02,9.419756e+02,7.313657e+03,6.950000e-13,3.776000e+02,,1.618000e+03,3.545000e+03,Motacillidae,Passeriformes,Aves,Chordata,BSk Csa Cfb Dfb Dfc,THp,0iTh 0iTi 0iTs 0iTg,Tnsf,Ml,biCi,Dg,O,2.858030e+00,,,4.317426e+00,7.236218e+00,3.906317e+02,,,,1.459396e+00,4.378188e+00,2.600000e+00,,,,2.000000e+01,,,,,,2.800000e-01,9.011046e-02,3.147500e+02,,std,False,False,False
Anthus_spragueii,1.206516e+03,9.759500e-01,2.977800e-02,7.945338e+02,7.325687e+03,1.248000e-12,8.731000e+01,,4.292000e+02,1.211000e+03,Motacillidae,Passeriformes,Aves,Chordata,Dfb,THn,0iTh 0iTi 0iTs 0iTg,Tnsf,Ml,biCi biHs,Dg,O,2.858030e+00,,,4.135001e+00,6.688944e+00,3.950707e+02,,,,1.276972e+00,3.830915e+00,1.650000e+00,,,,2.410000e+01,,,,,,2.800000e-01,1.013743e-01,3.147500e+02,,std,False,False,False
Antigone_antigone,1.041386e+04,9.967900e-01,6.128000e-02,1.517673e+03,7.298218e+03,2.670000e-15,7.266000e+02,,,2.978000e+05,Gruidae,Gruiformes,Aves,Chordata,Aw BSh,TPi TA,0iTg xiFm,Tnsfm,,bxCi xiO,Dg,O,6.370768e+00,,,,2.243386e+01,2.248391e+03,,,,,1.606309e+01,1.385000e+02,,,,8.786000e+03,,,,,,2.800000e-01,3.718215e-02,3.126500e+02,1.418160e+01,std,False,False,False
Antigone_canadensis,6.088950e+03,9.957100e-01,4.000000e-02,1.101011e+03,7.320890e+03,4.679000e-14,8.536000e+02,,,2.183000e+04,Gruidae,Gruiformes,Aves,Chordata,Cfa Dfa Dfb Dfc,TH,0iTg 0iTht 0iThh,Tnsfm,Ml,bxCi xiO,Dg,O,5.349041e+00,,,,1.103744e+01,1.968687e+03,,,,,5.688398e+00,1.091000e+02,,,,4.110000e+03,,,,,,2.800000e-01,3.718215e-02,3.126500e+02,1.330400e+00,std,False,False,False
Antigone_rubicunda,1.195042e+04,9.966100e-01,4.000000e-02,2.416832e+03,7.324527e+03,4.321000e-14,5.499000e+02,,,1.331000e+05,Gruidae,Gruiformes,Aves,Chordata,Aw BWh BSh,TA,0iTg 0iTs 0iTa xiFm xiMm,Tnsfm,,bxCi xiO,Dg,O,5.349041e+00,,,,1.861214e+01,1.775045e+03,,,,,1.326310e+01,1.023000e+02,,,,5.663000e+03,,,,,,2.800000e-01,3.718215e-02,3.126500e+02,5.710100e+00,std,False,False,False
Antigone_vipio,6.342094e+03,9.951600e-01,4.000000e-02,1.112847e+03,7.326730e+03,8.289000e-15,1.063000e+03,,,7.644000e+04,Gruidae,Gruiformes,Aves,Chordata,Dwc,THp,0iTs 0iThh,Tnsfm,Ml,bxCi xiO,Dg,O,6.130362e+00,,,,1.644611e+01,2.420516e+03,,,,,1.031575e+01,1.163000e+02,,,,4.663000e+03,,,,,,2.800000e-01,3.718215e-02,3.126500e+02,2.487500e+00,std,False,False,False
Antrostomus_vociferus,1.499260e+04,9.977300e-01,7.530900e-02,1.234816e+04,7.320075e+03,9.661000e-14,3.154000e+01,,,2.810000e+03,Caprimulgidae,Caprimulgiformes,Aves,Chordata,Dfa Dfb,THn,0iTh 0iTf 0iTi,Tnpfm,,biCi,Dg,O,3.648232e+00,,,,7.097928e+00,7.491877e+02,,,,,3.449696e+00,5.400000e+00,,,,5.650000e+01,,,,,,2.800000e-01,3.176774e-02,3.109500e+02,1.582180e+01,std,False,False,False
Apalone_spinifera,2.398761e+02,9.287700e-01,8.446500e-02,9.305200e+00,7.758544e+03,7.201000e-11,4.447000e+03,,,1.112000e+07,Trionychidae,Testudines,Reptilia,Chordata,BSk Cfa Dfa,THn,0bTd biFp biFl biFr,Tt,,biCi biHl,Dg,O,5.748287e+01,,,,3.217309e+03,1.263931e+04,,,,,3.159826e+03,9.000000e+00,,,2.595874e+03,1.200000e+04,2.800000e+00,,,1.850000e+01,4.800000e+01,3.000000e-01,1.503247e-01,2.971500e+02,,std,False,False,False
Apathya_cappadocica,2.592686e+02,2.444300e-01,2.410300e-02,3.460360e+01,7.828503e+03,1.945000e-08,1.256000e+04,,,9.348000e+04,Lacertidae,Squamata,Reptilia,Chordata,BSk,THp,0iTh,Tns,,biCi,Dg,O,5.189369e+01,,,,7.818937e+02,2.555000e+03,,,,,7.300000e+02,1.300000e+00,,,,1.460000e+01,3.200000e+00,,,,7.110000e+00,3.000000e-01,2.191781e-02,2.931500e+02,,std,False,False,False
Aphanius_fasciatus,2.546557e+01,7.608000e-01,3.578400e-02,1.060380e+01,5.241252e+03,4.851000e-08,2.238000e+00,,,2.037000e+02,Cyprinodontidae,Cyprinodontiformes,Actinopterygii,Chordata,Csa MB,MAm THp,0iFm 0iMm,Fh,,biCi,D,O,8.343224e+00,,,,3.033769e+02,2.903926e+03,,,,,,2.812129e-03,,,1.160000e-01,7.460000e+00,5.100000e-01,,,2.020000e+00,7.060000e+00,2.000000e-01,1.055812e+00,2.901500e+02,,std,False,False,False
Aphelocoma_coerulescens,1.329328e+03,9.440100e-01,3.209800e-02,5.654735e+02,7.302845e+03,2.621000e-12,4.619000e+02,,5.750000e+03,1.339000e+04,Corvidae,Passeriformes,Aves,Chordata,Cfa,THn,0iTf 0iTh,Tnpf,,bxCi xiO,Dg,O,3.470465e+00,,,6.875722e+00,1.368624e+01,6.658494e+02,,,,3.405257e+00,1.021577e+01,4.200000e+00,,,,8.020000e+01,,,,,,2.800000e-01,9.011046e-02,3.147500e+02,,std,False,False,False
Aphrastura_spinicauda,9.751517e+02,6.089000e-01,3.626500e-02,4.491791e+02,7.326154e+03,4.567000e-12,3.113000e+03,,1.883000e+04,3.278000e+04,Furnariidae,Passeriformes,Aves,Chordata,Csb Cfb Cfc,TN,0iTf,Tnwfm,,biCii,Dg,O,2.858030e+00,,,5.509266e+00,1.081174e+01,4.438996e+02,,,,2.651236e+00,7.953708e+00,2.100000e+00,,,,1.100000e+01,,,,,,2.800000e-01,1.385448e-01,3.147500e+02,,std,False,False,False
Apodora_papuana,3.039573e+02,8.269300e-01,8.327300e-03,1.578910e+01,7.860416e+03,9.250000e-10,3.025000e+04,,,2.346000e+05,Pythonidae,Squamata,Reptilia,Chordata,Af,TPi,0iTf,Tntf,,biCvm,Dg,O,4.762540e+01,,,,5.794424e+02,5.794424e+03,,,,,,9.710000e+01,,,,2.678000e+04,6.700000e+01,,,,5.130000e+02,3.000000e-01,1.139026e-01,3.001500e+02,,std,False,False,False
Aptenodytes_forsteri,2.089826e+04,9.993500e-01,3.332100e-02,2.709234e+03,7.350267e+03,1.704000e-13,2.133000e+02,,,1.208000e+05,Spheniscidae,Sphenisciformes,Aves,Chordata,ME,TS,0iMc,Tncm,Ml,biCvf biCic biCik,Dg,O,1.456201e+01,,,,4.281411e+01,3.032945e+03,,,,,2.825209e+01,3.150000e+02,,,,4.500000e+04,,,,,,2.800000e-01,8.242812e-03,3.113500e+02,4.206910e+01,std,False,False,False
Apteryx_mantelli,3.081686e+02,8.213900e-01,8.567700e-02,2.200450e+01,7.321000e+03,9.146000e-15,2.640000e+05,,,2.982000e+05,Apterygidae,Apterygiformes,Aves,Chordata,Cfb,TAz,0iTf,Tntm,,biCi,Dg,O,2.717927e+01,,,,2.948539e+01,3.041406e+03,,,,,2.306120e+00,2.392500e+02,,,,2.350000e+03,,,,,7.975000e+01,2.800000e-01,9.863860e-02,3.113200e+02,0.000000e+00,std,False,False,False
Apus_affinis,1.146522e+03,9.943500e-01,3.361000e-02,7.262350e+02,7.283074e+03,3.194000e-12,1.069000e+02,,,4.086000e+03,Apodidae,Apodiformes,Aves,Chordata,A BSh Cwa Cwb,TP,0iTh 0iTf 0iTi 0iTg,Tncfm,Ml,biCi,Dg,O,5.150470e+00,,,,1.147410e+01,9.096060e+02,,,,,6.323631e+00,1.950000e+00,,,,2.450000e+01,,,,,,2.800000e-01,8.091415e-02,3.120500e+02,5.753900e+00,std,False,False,False
Apus_apus,1.059440e+04,9.970300e-01,6.152500e-02,9.341941e+03,7.318023e+03,2.520000e-13,2.380000e+01,,,6.535000e+03,Apodidae,Apodiformes,Aves,Chordata,BSh BSk Csa Cfb Dfb Dfc,THp TPi,0iTh 0iTf 0iTi 0iTg,Tncfm,Ml,biCi,Dg,O,4.812543e+00,,,,1.143211e+01,1.199621e+03,,,,,6.619564e+00,2.900000e+00,,,,4.020000e+01,,,,,1.650000e+01,2.800000e-01,4.045708e-02,3.120500e+02,1.472460e+01,std,False,False,False
Apus_pallidus,8.632317e+03,9.893100e-01,2.603900e-02,9.218918e+03,7.360858e+03,8.693000e-13,7.648000e+01,,,1.159000e+04,Apodidae,Apodiformes,Aves,Chordata,BSk Csa,THp,0iTh 0iTf 0iTi 0iTg,Tncfm,Ml,biCi,Dg,O,4.987333e+00,,,,1.222992e+01,1.193858e+03,,,,,7.242582e+00,2.800000e+00,,,,4.200000e+01,,,,,,2.800000e-01,8.443216e-02,3.120500e+02,1.061200e+01,std,False,False,False
Aquila_chrysaetos,3.027033e+04,9.964100e-01,3.000000e-02,9.428466e+03,7.328035e+03,1.830000e-15,5.724000e+02,,,9.088000e+04,Accipitridae,Accipitriformes,Aves,Chordata,BSk Cfa Cfb Dfa Dfb Dfc,TH,0iTi 0iTs 0iTg 0iTht 0iThh,Tncf,Ms,biCvb biCvm biSvm,Dg,O,8.410627e+00,,,,1.930033e+01,2.826483e+03,,,,,1.088970e+01,1.050000e+02,,,,5.194000e+03,,,,,,2.800000e-01,4.016298e-02,3.116700e+02,2.616320e+01,std,False,False,False
Aquila_rapax,1.672978e+04,9.972000e-01,8.060200e-02,4.279871e+03,7.313673e+03,5.645000e-19,6.592000e+02,,,1.506000e+05,Accipitridae,Accipitriformes,Aves,Chordata,Aw BWh BSh Cwa Cwb Dfb Dfc,TP,0iTf,Tnpf,,biCi biCvr,Dg,O,8.028326e+00,,,,2.047370e+01,2.377470e+03,,,,,1.244537e+01,1.000000e+02,,,,1.970000e+03,,,,,,2.800000e-01,1.698223e-02,3.116700e+02,3.072790e+01,std,False,False,False
Aquila_spilogaster,8.275090e+03,9.952700e-01,8.567100e-02,1.797850e+03,7.274723e+03,3.047000e-20,7.626000e+02,,,1.364000e+05,Accipitridae,Accipitriformes,Aves,Chordata,A Cwa Cwb,TPa,0iTi 0iTs 0iTg 0iTht 0iThh,Tnpf,,biCvb biCvm biSvm,Dg,O,8.219477e+00,,,,1.935117e+01,2.826483e+03,,,,,1.113170e+01,7.000000e+01,,,,1.631000e+03,,,,,,2.800000e-01,3.396447e-02,3.116700e+02,3.045310e+01,std,False,False,False
Aquila_verreauxii,3.660158e+03,9.965400e-01,8.060200e-02,4.349192e+02,7.334901e+03,8.828000e-15,7.000000e+02,,,1.142000e+05,Accipitridae,Accipitriformes,Aves,Chordata,B,TPa,0iTf,Tnpf,,biCi biCvr,Dg,O,8.506203e+00,,,,2.369925e+01,2.359772e+03,,,,,1.519305e+01,9.500000e+01,,,,4.642000e+03,,,,,,2.800000e-01,3.396447e-02,3.116700e+02,2.819650e+01,std,False,False,False
Ara_ararauna,3.268251e+03,9.983500e-01,6.396100e-02,5.886873e+02,7.280290e+03,8.258000e-16,6.390000e+01,,,2.705000e+04,Psittacidae,Psittaciformes,Aves,Chordata,Af Am,TN,0iTf 0iTi,Tnwf,,biHs,Dg,O,4.087230e+00,,,,1.933574e+01,2.467272e+03,,,,,1.524851e+01,1.970000e+01,,,,1.500000e+03,,,,,,2.800000e-01,2.904692e-02,3.119500e+02,1.563470e+01,std,False,False,False
Ara_glaucogularis,1.903321e+04,9.965100e-01,5.318000e-02,7.936556e+03,7.323245e+03,6.886000e-15,1.139000e+02,,,1.318000e+05,Psittacidae,Psittaciformes,Aves,Chordata,Af Am,TN,0iTf 0iTi,Tnwf,,biHs,Dg,O,4.087230e+00,,,,2.295137e+01,1.262325e+03,,,,,1.886414e+01,1.800000e+01,,,,7.840000e+02,,,,,,2.800000e-01,2.788504e-02,3.119500e+02,1.972990e+01,std,False,False,False
Ara_macao,2.031754e+03,9.971000e-01,5.308100e-02,3.638532e+02,7.304369e+03,4.373000e-14,1.425000e+02,,,2.807000e+04,Psittacidae,Psittaciformes,Aves,Chordata,Af Am,TN,0iTf 0iTi,Tnwf,,biHs,Dg,O,5.307770e+00,,,1.780574e+01,4.280168e+01,1.505381e+03,,,,1.249797e+01,3.749391e+01,2.100000e+01,,,,1.200000e+03,,,,,,2.800000e-01,3.653561e-02,3.144500e+02,1.224370e+01,std,False,False,False
Arapaima_gigas,7.583351e+02,9.905000e-01,3.239000e-02,2.899000e+01,5.223000e+03,9.977000e-10,2.590000e-01,,,3.661000e+05,Arapaimidae,Osteoglossiformes,Actinopterygii,Chordata,Af,TN,0iFl 0iFr,Fnm,,biCi biCvf,Dg,O,4.359145e+00,,,,5.303627e+02,3.535751e+03,,,,,,1.984954e-02,,,2.962963e+04,1.000000e+05,1.400000e+00,,,1.600000e+02,2.400000e+02,2.000000e-01,1.131301e+02,3.011500e+02,,std,False,False,False
Archboldia_papuensis,1.322715e+03,9.609900e-01,3.241000e-02,4.866261e+02,7.316636e+03,3.784000e-13,1.426000e+03,,7.464000e+03,1.490000e+04,Ptilonorhynchidae,Passeriformes,Aves,Chordata,Af,TA,0iTf,Tnpf,,biCi biHs,Dg,O,5.409842e+00,,,8.936716e+00,1.599046e+01,6.658494e+02,,,,3.526874e+00,1.058062e+01,1.700000e+01,,,,1.250000e+02,,,,,,2.800000e-01,2.252762e-02,3.147500e+02,,std,False,False,False
Archilochus_alexandri,1.037704e+03,9.923900e-01,4.170400e-02,1.078253e+03,7.316525e+03,1.848000e-12,9.404000e+00,,,5.256000e+02,Trochilidae,Apodiformes,Aves,Chordata,BSk BWk,THn,0iTh,Tnpf,Ml TT,biCi xiHn,Dg,O,4.273734e+00,,,,6.850992e+00,4.859972e+02,,,,,2.577258e+00,3.300000e-01,,,,4.160000e+00,6.400000e-01,,,,9.000000e+00,2.800000e-01,1.339429e-01,3.148000e+02,5.216100e+00,std,False,False,False
Ardea_alba,9.531418e+03,9.931000e-01,1.002300e-01,2.372581e+03,7.320232e+03,6.210000e-13,5.421000e+02,,,1.546000e+05,Ardeidae,Ciconiiformes,Aves,Chordata,A B C D,TH TP TN TA,0iTg 0iTs xiFm,Tncfm,Ms,biCva biCi,Dg,O,5.515379e+00,,,,1.325219e+01,1.226395e+03,,,,,7.736810e+00,3.500000e+01,,,,1.000000e+03,,,,,,2.800000e-01,1.115464e-01,3.126500e+02,1.668990e+01,std,False,False,False
Ardea_cinerea,3.662951e+04,9.984300e-01,1.894400e-01,9.826429e+03,7.321494e+03,1.609000e-14,9.634000e+01,,,1.617000e+05,Ardeidae,Ciconiiformes,Aves,Chordata,BSk Cfa Dwb Dfb Dfc,THp,0iTg 0iTs xiFm,Tncfm,Ml,biCva biCi,Dg,O,5.994978e+00,,,,1.373179e+01,2.017097e+03,,,,,7.736810e+00,3.500000e+01,,,,1.443000e+03,,,,,,2.800000e-01,7.436430e-02,3.126500e+02,2.240940e+01,std,False,False,False
Ardea_herodias,2.989921e+04,9.893200e-01,3.257000e-02,1.199995e+04,7.322696e+03,5.590000e-14,9.674000e+02,,,1.767000e+05,Ardeidae,Pelecaniformes,Aves,Chordata,Cfa Dfa Dfb,THn,0iFm 0iFe 0iMm,Tnpfm,Ms,biCi biCv,Dg,O,4.766821e+00,,,,1.325453e+01,1.380024e+03,,,,,8.487708e+00,5.400000e+01,,,,2.180000e+03,,,,,,2.800000e-01,1.420265e-01,3.121500e+02,1.454950e+01,std,False,False,False
Ardea_purpurea,2.646080e+04,9.966800e-01,8.382400e-02,9.500000e+03,7.308506e+03,2.624000e-18,2.308000e+02,,,7.776000e+04,Ardeidae,Pelecaniformes,Aves,Chordata,B C D,THp,0iFm 0iFe,Tnpfm,Ms,biCi biCv,Dg,O,4.943370e+00,,,,1.142489e+01,1.430719e+03,,,,,6.481523e+00,3.700000e+01,,,,1.066000e+03,,,,,,2.800000e-01,7.101325e-02,3.121500e+02,2.179850e+01,std,False,False,False
Ardenna_carneipes,4.913851e+03,9.904300e-01,8.264600e-02,1.087364e+03,7.323636e+03,3.599000e-14,3.156000e+03,,,2.673000e+05,Procellariidae,Procellariiformes,Aves,Chordata,MA MB MC,MP,0iMc,Tntfm,Ml,biCvf biCik biCic,Dg,O,2.388897e+01,,,,3.947549e+01,1.701091e+03,,,,,1.558652e+01,9.900000e+01,,,,9.000000e+02,,,,,,2.800000e-01,1.775331e-02,3.121500e+02,1.804860e+01,std,False,False,False
Ardenna_gravis,1.608819e+04,9.815900e-01,3.551500e-02,6.038546e+03,7.324022e+03,2.823000e-15,1.374000e+04,,,5.489000e+05,Procellariidae,Procellariiformes,Aves,Chordata,M,MA MS,0iMc,Tntfm,Ml,biCvf biCik biCic,Dg,O,2.344658e+01,,,,4.011336e+01,2.867071e+03,,,,,1.666677e+01,2.300000e+02,,,,1.300000e+03,,,,,,2.800000e-01,1.775331e-02,3.121500e+02,0.000000e+00,std,False,False,False
Ardenna_grisea,1.831358e+04,9.704600e-01,4.845700e-02,6.936458e+03,7.337655e+03,1.251000e-14,1.013000e+04,,,1.542000e+06,Procellariidae,Procellariiformes,Aves,Chordata,MA MB MC,MC,0iMc,Tntfm,Ml,biCvf biCik biCic,Dg,O,2.477375e+01,,,,5.486653e+01,1.915136e+03,,,,,3.009278e+01,1.130000e+02,,,,9.500000e+02,,,,,,2.800000e-01,1.775331e-02,3.121500e+02,1.875460e+01,std,False,False,False
Ardenna_pacifica,7.984283e+03,9.855600e-01,3.216500e-02,3.483704e+03,7.301588e+03,9.731000e-14,2.696000e+03,,,1.683000e+05,Procellariidae,Procellariiformes,Aves,Chordata,MA MB MC,MP MI,0iMc,Tntfm,Ml,biCvf biCik biCic,Dg,O,2.344658e+01,,,,4.026768e+01,1.633498e+03,,,,,1.682109e+01,6.000000e+01,,,,4.746000e+02,,,,,,2.800000e-01,1.775331e-02,3.121500e+02,2.021900e-01,std,False,False,False
Ardenna_tenuirostris,4.629196e+03,9.933300e-01,8.009000e-02,1.061722e+03,7.318826e+03,3.956000e-15,1.710000e+03,,,1.303000e+05,Procellariidae,Procellariiformes,Aves,Chordata,M,MS MA MI,0iMc,Tntfm,Ml,biCvf biCik biCic,Dg,O,2.344658e+01,,,,3.610098e+01,2.247468e+03,,,,,1.265440e+01,7.700000e+01,,,,7.000000e+02,,,,,,2.800000e-01,1.775331e-02,3.121500e+02,1.592970e+01,std,False,False,False
Ardeola_idae,1.842841e+04,9.916200e-01,2.418500e-02,1.400090e+04,7.322548e+03,3.136000e-12,4.476000e+02,,,2.050000e+04,Ardeidae,Ciconiiformes,Aves,Chordata,A BSh,TPam,0iTg 0iTs xiFm,Tncfm,,biCva biCi,Dg,O,4.939861e+00,,,,1.031879e+01,8.068388e+02,,,,,5.378925e+00,2.150000e+01,,,,2.530000e+02,,,,,,2.800000e-01,5.391412e-02,3.126500e+02,8.695900e+00,std,False,False,False
Ardeotis_kori,1.747321e+03,9.972000e-01,7.163500e-02,1.634380e+02,7.332472e+03,5.498000e-22,8.393000e+02,,,1.007000e+04,Otididae,Otidiformes,Aves,Chordata,BSh BWh,TPa,0iTi 0iTs 0iTg,Tnsf,,biO,Dg,O,4.079601e+00,,,,8.412667e+00,1.606673e+03,,,,,4.333066e+00,9.900000e+01,,,,5.890000e+03,,,,,1.165000e+02,2.800000e-01,3.027373e-02,3.134000e+02,0.000000e+00,std,False,False,False
Arenaria_interpres,1.535206e+04,9.949800e-01,9.423800e-02,9.223470e+03,7.305598e+03,3.484000e-26,1.918000e+02,,,2.072000e+04,Scolopacidae,Charadriiformes,Aves,Chordata,ET,TH,0iTg 0iTh 0iFm,Tnsfm,Ml,biCi,Dg,O,2.812897e+00,,,,5.638639e+00,1.115783e+03,,,,,2.825742e+00,1.150000e+01,,,,1.130000e+02,,,,,,2.800000e-01,8.532128e-02,3.141500e+02,1.797150e+01,std,False,False,False
Arenaria_melanocephala,1.441188e+04,9.912400e-01,3.423800e-02,1.147717e+04,7.352593e+03,5.814000e-18,3.170000e+02,,,1.152000e+04,Scolopacidae,Charadriiformes,Aves,Chordata,Dfc,THn,0iTg 0iTh 0iFm,Tnsfm,Ml,biCi,Dg,O,2.761520e+00,,,,5.458819e+00,1.115783e+03,,,,,2.697299e+00,1.260000e+01,,,,1.242000e+02,,,,,,2.800000e-01,8.532128e-02,3.141500e+02,1.443230e+01,std,False,False,False
Argenteohyla_siemersi,8.307324e+02,6.186700e-01,2.327100e-02,3.205571e+02,7.319645e+03,1.881000e-10,2.076000e+00,8.298000e+02,,3.577000e+05,Hylidae,Anura,Amphibia,Chordata,Am Cfa,THp,0jFp jiTf,Fpf,,biCi,Dg,O,4.847953e+00,,,,7.632063e+02,5.561294e+03,,,,,7.583583e+02,2.700000e-03,3.562289e-01,,,3.420000e+01,,1.900000e+00,,,8.700000e+00,2.800000e-01,9.747371e+00,2.971500e+02,,std,False,False,False
Argya_squamiceps,1.293631e+03,9.890700e-01,3.790700e-02,5.628097e+02,7.324897e+03,2.005000e-13,6.940000e+01,,4.717000e+02,1.653000e+03,Leiothrichidae,Passeriformes,Aves,Chordata,BWh,TPa,0iTh 0iTd,Tnpf,,biC,Dg,O,2.858030e+00,,,4.317426e+00,7.236218e+00,5.992645e+02,,,,1.459396e+00,4.378188e+00,3.000000e+00,,,,7.350000e+01,,,,,,2.800000e-01,9.011046e-02,3.147500e+02,,std,False,False,False
Arremon_castaneiceps,9.877289e+02,9.615000e-01,4.839000e-02,4.640159e+02,7.322571e+03,1.808000e-12,5.210000e+02,,3.114000e+03,6.991000e+03,Passerellidae,Passeriformes,Aves,Chordata,Af Am,TN,0iTf,Tnpf,,biHs biCi,Dg,O,2.858030e+00,,,4.925508e+00,9.060463e+00,4.438996e+02,,,,2.067478e+00,6.202433e+00,4.260000e+00,,,,3.500000e+01,,,,,,2.800000e-01,4.505523e-02,3.147500e+02,,std,False,False,False
Artemisiospiza_belli,1.151337e+03,9.482900e-01,3.628000e-02,7.507402e+02,7.312947e+03,6.823000e-12,2.426000e+02,,1.084000e+03,2.753000e+03,Passerellidae,Passeriformes,Aves,Chordata,BWh Cs,THn,0iTh 0iTi 0iTs,Tnpf Tnsf,,biCi biHs,Dg,O,2.653885e+00,,,3.870048e+00,6.302375e+00,4.039487e+02,,,,1.216163e+00,3.648490e+00,1.940000e+00,,,,1.810000e+01,,,,,,2.800000e-01,1.531878e-01,3.147500e+02,,std,False,False,False
Artemisiospiza_nevadensis,9.357613e+02,9.522200e-01,4.081600e-02,5.661418e+02,7.317306e+03,3.145000e-12,2.772000e+02,,1.114000e+03,2.953000e+03,Passerellidae,Passeriformes,Aves,Chordata,B,THn,0iTh 0iTi 0iTs,Tnpf Tnsf,Ml,biCi biHs,Dg,O,2.653885e+00,,,3.748432e+00,5.937526e+00,5.016066e+02,,,,1.094547e+00,3.283641e+00,1.900000e+00,,,,1.770000e+01,,,,,,2.800000e-01,1.621988e-01,3.147500e+02,,std,False,False,False
Ascaphus_truei,8.044218e+02,9.242300e-01,2.579900e-02,5.877704e+02,7.317210e+03,6.487000e-09,7.661000e+00,2.551000e+02,,2.297000e+04,Ascaphidae,Anura,Amphibia,Chordata,Dsa Dfb Dfc,THn,0iFc,Fc,,biCi,Dg,O,6.743768e+01,,1.981220e+03,,2.459666e+03,1.339648e+04,,,1.913783e+03,,2.392228e+03,4.770000e-02,3.816000e-01,,,1.130000e+01,1.100000e+00,2.200000e+00,,,5.400000e+00,2.800000e-01,3.239657e-02,2.831500e+02,,std,False,False,False
Asio_flammeus,2.666542e+04,9.944200e-01,8.887600e-02,1.292926e+04,7.292151e+03,3.077000e-13,1.883000e+02,,,5.809000e+04,Strigidae,Strigiformes,Aves,Chordata,A B C D,TH,0iTh 0iTi 0iTs,Tnsf,Ml,biCi biCv,Dg,O,6.788458e+00,,,,1.120949e+01,1.172606e+03,,,,,4.421034e+00,1.600000e+01,,,,4.060000e+02,,,,,,2.800000e-01,1.673197e-01,3.126500e+02,1.819140e+01,std,False,False,False
