Row,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,k_J,kap_R,kap_X,kap_P,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,Ri,Ni,GSI,NR,d_V,T_typical,f,t_0,model,completeness
Colossoma_macropomum,309.622554703663,0.98604,0.015593,15.0648,5233.6026,7.934e-11,0.008987,0.008988,NaN,298700,0.00084255,0.95,0.8,0.1,Serrasalmidae,Characiformes,Actinopterygii,Chordata,Af Am,TN,0iFm,Fh,,bjPz jiCi jiHl,D,O,NaN,NaN,NaN,NaN,NaN,13724.5041839837,NaN,NaN,NaN,NaN,NaN,0.00052,NaN,NaN,NaN,44000,NaN,NaN,NaN,60,110,1420.81635435372,NaN,NaN,NaN,0.2,299.15,1,NaN,abj,2.5
Coluber_constrictor,197.130532149301,0.99209,0.045579,20.1379,7845.4069,1.25e-09,163.4,NaN,NaN,11650,0.001,0.95,0.8,0.05,Colubridae,Squamata,Reptilia,Chordata,B Cs Cfa Dfa,THn,0iTg 0iFm,Tv,,biCv,Dg,O,17.4788721490962,NaN,NaN,NaN,NaN,2309.60209787459,NaN,NaN,NaN,NaN,NaN,4.16,NaN,NaN,NaN,1593,21.4,NaN,NaN,80,147,0.0242641278809872,NaN,NaN,NaN,0.3,299.15,1,NaN,std,2.5
Columba_livia,13263.1190148186,0.72949,0.0177,7099.0628,7313.343,2.343e-14,1105,NaN,11680,21710,0.29295,0.95,0.8,0.1,Columbidae,Columbiformes,Aves,Chordata,BSk Csa,THp,0iTd,Tnpfm,,biHs bxCi,Dg,O,3.67460983970455,NaN,NaN,NaN,NaN,1697.23462960561,NaN,NaN,NaN,4.78281382902558,14.3484414870768,15.2,NaN,NaN,NaN,300,NaN,NaN,NaN,NaN,32.5,0.123730683039857,NaN,NaN,NaN,0.28,313.78,1,0,std,2.5
Columba_oenas,11380.2576460249,0.90464,0.024344,6470.7959,7362.9928,7.694e-13,411.3,NaN,5434,10210,0.25355,0.95,0.8,0.1,Columbidae,Columbiformes,Aves,Chordata,Cfb Dfb Dfc,THp,0iTf,Tnwfm Tntfm,Ms,biHs biCi,Dg,O,3.26631985751516,NaN,NaN,NaN,NaN,611.004466658018,NaN,NaN,NaN,4.11853413054981,12.3556023916494,12,NaN,NaN,NaN,291,NaN,NaN,NaN,NaN,NaN,0.0824871220265712,NaN,NaN,NaN,0.28,313.78,1,NaN,std,2.5
Columba_palumbus,16458.7264184904,0.92394,0.025441,8923.1755,7316.4478,9.559e-14,251.2,NaN,4999,9055,0.37358,0.95,0.8,0.1,Columbidae,Columbiformes,Aves,Chordata,BSk Cfb Dfa Dfb,THp,0iTd,Tnpfm,,biHs bxCi,Dg,O,3.09031244147924,NaN,NaN,NaN,NaN,858.31579840055,NaN,NaN,NaN,4.38424600994012,13.1527380298204,14,NaN,270,NaN,500,NaN,NaN,NaN,NaN,NaN,0.123730683039857,NaN,NaN,NaN,0.28,313.78,1,6.8261,std,2.5
Columbina_talpacoti,7277.53808826711,0.95228,0.022347,7863.2257,7326.2918,2.272e-16,80.64,NaN,289.7,643.4,0.31803,0.95,0.8,0.1,Columbidae,Columbiformes,Aves,Chordata,A Cwa Cwb,TN,0iTd,Tnpfm,,biHs bxCi,Dg,O,2.55181238868372,NaN,NaN,NaN,NaN,1697.23462960561,NaN,NaN,NaN,1.26213142710397,3.78639428131192,3.5,NaN,NaN,NaN,36.3,NaN,NaN,NaN,NaN,NaN,0.103108902533214,NaN,NaN,NaN,0.28,313.78,1,NaN,std,2.5
Condylura_cristata,2621.6126486478,0.95955,0.11913,1072.1427,7851.8296,5.058e-10,192.3,NaN,19310,273600,0.002,0.95,0.8,0.1,Talpidae,Eulipotyphla,Mammalia,Chordata,Dfa Dfb,THn,0iTg,Tv,,bxM xiCi xiCv,Dg,O,NaN,NaN,NaN,NaN,NaN,192.922812450924,8.45689040880763,NaN,NaN,5.07413424528458,64.272367106938,1.5,NaN,30,NaN,55.3,NaN,NaN,NaN,NaN,NaN,0.0570176220233063,NaN,NaN,NaN,0.3,310.85,1,36.1924,stx,2
Conger_conger,1284.05886298698,0.44098,0.043983,30.3265,5224.6125,2.877e-08,1.134,NaN,NaN,27240000,0.002,0.95,0.8,0.1,Congridae,Anguilliformes,Actinopterygii,Chordata,MB MC,MAN MAE MAm,0jMpe piMd,Mpe,Mdc,bjPz jiCi,D,O,NaN,NaN,NaN,NaN,NaN,101112.838340612,NaN,NaN,NaN,NaN,NaN,0.0013,NaN,NaN,7000,110000,NaN,NaN,NaN,200,300,1087.89350398266,NaN,NaN,NaN,0.2,283.15,1,NaN,ssj,2.4
Conger_myriaster,1506.72434041622,0.32002,0.023545,122.4247,5229.239,7.622e-07,0.3723,NaN,NaN,907300,0.002,0.95,0.8,0.1,Congridae,Anguilliformes,Actinopterygii,Chordata,MC,MPNW,0jMpe piMd,Mpe,Mdc,bjPz jiCi,D,O,17.5456526739228,NaN,NaN,NaN,NaN,8633.2875353566,NaN,NaN,NaN,NaN,NaN,0.00051,NaN,NaN,315.6,920,NaN,NaN,NaN,70,100,NaN,NaN,NaN,NaN,0.2,281.95,1,NaN,ssj,2.4
Congresox_talabonoides,2366.46662682272,0.46908,0.031967,181.8373,5221.0375,1.317e-08,1.427,5.72,NaN,3013000,0.002,0.95,0.8,0.1,Muraenesocidae,Anguilliformes,Actinopterygii,Chordata,MA,MI MPSE,0jMp jiMr,Mp,Ma,jiCi,D,O,72.4198483062192,NaN,NaN,NaN,NaN,52866.48926354,NaN,NaN,NaN,NaN,NaN,0.0042,NaN,NaN,1775,14000,NaN,NaN,NaN,123.5,250,696.093130310802,NaN,NaN,NaN,0.2,279.95,1,NaN,abj,2.5
Conilurus_penicillatus,17733.580750113,0.97348,0.023547,14747.3827,7854.9531,4.593e-10,529.6,NaN,11480,64210,0.002,0.95,0.8,0.1,Muridae,Rodentia,Mammalia,Chordata,Aw,TA,0iTf,Tv,,bxM xiHs,Dg,O,NaN,NaN,NaN,NaN,NaN,403.416837321835,10.0700702162528,NaN,NaN,6.14028671722733,17.1928028082365,10,NaN,27,NaN,168,NaN,NaN,NaN,NaN,NaN,0.0913571189657561,NaN,NaN,NaN,0.3,309.05,1,26.6884,stx,2.5
Connochaetes_gnou,2454.07419764932,0.75042,0.12261,58.6485,7801.7001,2.613e-15,15770000,NaN,113900000,253000000,0.002,0.95,0.8,0.1,Bovidae,Cetartiodactyla,Mammalia,Chordata,Cwa Cwb,TPa,0iTi 0iTs 0iTa,Tv,Ms,bxM xiHl,Dg,O,NaN,NaN,NaN,NaN,NaN,1641.05690307182,53.416330010758,NaN,NaN,47.02286966198,150.555679180901,12000,NaN,NaN,NaN,116000,NaN,NaN,NaN,NaN,NaN,0.0132841219333672,NaN,NaN,NaN,0.3,311.15,1,110.1672,stx,2.5
Connochaetes_taurinus,1277.73314584263,0.91873,0.085479,27.3377,7835.354,4.074e-13,5306000,NaN,25260000,36300000,0.002,0.95,0.8,0.1,Bovidae,Cetartiodactyla,Mammalia,Chordata,BWh BSh,TPa,0iTi 0iTs 0iTa 0iTd,Tv,Ms,bxM xiHl,Dg,O,NaN,NaN,NaN,NaN,NaN,1829.25150204795,52.1788860722848,NaN,NaN,57.3349024825897,84.7649097854113,18125,NaN,NaN,NaN,260000,NaN,NaN,NaN,NaN,NaN,0.0132841219333672,NaN,NaN,NaN,0.3,311.15,1,5.7956e-30,stx,2.5
Conodon_nobilis,112.517990505882,0.85,0.0268,26.4207,5222.6136,2.576e-08,0.1558,1.005,NaN,33540,0.002,0.95,0.8,0.1,Haemulidae,Lutjaniformes,Actinopterygii,Chordata,MB,MAW,0jMp jiMd,Mp,,bjCi biCvf,D,O,NaN,NaN,NaN,NaN,NaN,833.142887882446,NaN,NaN,NaN,NaN,NaN,0.00032,NaN,NaN,49,588,NaN,NaN,NaN,16,33.6,2520.57603868822,NaN,NaN,NaN,0.2,299.85,1,NaN,abj,2.5
Conraua_goliath,3057.07339012806,0.99798,0.035133,503.0169,7320.1767,4.114e-10,0.02728,185.6,NaN,5679,0.002,0.95,0.8,0.1,Conrauidae,Anura,Amphibia,Chordata,Am,TPa,0jFr,Fh,,bjHl jiCi,Dg,O,NaN,NaN,NaN,NaN,NaN,4755.64326814128,NaN,NaN,55.8392555946138,NaN,NaN,0.0224,NaN,NaN,600,3250,NaN,NaN,NaN,NaN,32,3.53264512343589,NaN,NaN,NaN,0.28,300.15,1,NaN,std,2
Contusus_richei,131.571790150811,0.83946,0.022645,22.0484,5226.0134,1.114e-07,0.06215,NaN,NaN,17710,0.002,0.95,0.8,0.1,Tetraodontidae,Tetraodontiformes,Actinopterygii,Chordata,MA,MIE,0jMp jiMr,Mp,,jiCie,D,O,NaN,NaN,NaN,NaN,NaN,3200.52906130857,NaN,NaN,NaN,NaN,NaN,0.00014,NaN,NaN,NaN,285.7,NaN,NaN,NaN,12,25.4,NaN,NaN,0.11,NaN,0.2,290.75,1,NaN,std,2.5
Conus_pennaceus,17.291865979007,0.82599,0.015116,5.1987,3935.3131,6.462e-10,0.2496,0.2498,NaN,1193,0.00041245,0.95,0.8,0.1,Conidae,Neogastropoda,Gastropoda,Mollusca,MA,MIN MPSW,0iMb,Ms,,biCi,D,O,NaN,NaN,NaN,NaN,NaN,2771.59423788569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.9,0.13,NaN,NaN,2.25,5,NaN,NaN,NaN,NaN,0.15,300.65,1,NaN,abj,2.5
Copadichromis_likomae,178.872850460536,0.98255,0.030562,68.1498,5222.223,4.679e-08,1.018,NaN,NaN,1003,0.002,0.95,0.8,0.1,Cichlidae,Cichliformes,Actinopterygii,Chordata,Am BSk,TPa,0iFl 0iFr,Fbm,,biO,Dg,O,NaN,NaN,NaN,NaN,NaN,2404.42724020466,NaN,NaN,NaN,NaN,NaN,0.023,NaN,NaN,10.3,38.4,NaN,NaN,NaN,9,14,0.124769839146584,NaN,NaN,NaN,0.2,292.15,1,NaN,std,2.5
Copadichromis_mloto,57.9253205193743,0.9781,0.01497,20.345,5215.8306,5.541e-09,1.42,NaN,NaN,1714,0.002,0.95,0.8,0.1,Cichlidae,Cichliformes,Actinopterygii,Chordata,Am BSk,TPa,0iFl 0iFr,Fbm,,biO,Dg,O,NaN,NaN,NaN,NaN,NaN,890.203023407458,NaN,NaN,NaN,NaN,NaN,0.023,NaN,NaN,17.2,37.4,NaN,NaN,NaN,10.3,13.5,0.337001776124822,NaN,NaN,NaN,0.2,303.15,1,NaN,std,2.5
Copadichromis_pleurostigmoides,68.7346563511712,0.94518,0.022164,22.1661,5223.8169,7.181e-08,4.248,NaN,NaN,6609,0.002,0.95,0.8,0.1,Cichlidae,Cichliformes,Actinopterygii,Chordata,Am BSk,TPa,0iFl 0iFr,Fbm,,biO,Dg,O,NaN,NaN,NaN,NaN,NaN,2404.42724020466,NaN,NaN,NaN,NaN,NaN,0.023,NaN,NaN,21.4,41.7,NaN,NaN,NaN,11.5,14.4,0.124769839146584,NaN,NaN,NaN,0.2,292.15,1,NaN,std,2.5
Copadichromis_quadrimaculatus,127.049323249731,0.98642,0.028027,34.3344,5219.0746,7.007e-08,0.8686,NaN,NaN,2167,0.002,0.95,0.8,0.1,Cichlidae,Cichliformes,Actinopterygii,Chordata,Am BSk,TPa,0iFl 0iFr,Fbm,,biO,Dg,O,NaN,NaN,NaN,NaN,NaN,2404.42724020466,NaN,NaN,NaN,NaN,NaN,0.023,NaN,NaN,30.8,95,NaN,NaN,NaN,13,19,0.124769839146584,NaN,NaN,NaN,0.2,292.15,1,NaN,std,2.5
Copadichromis_virginalis,48.5339122385514,0.96147,0.020181,16.9502,5231.845,3.791e-09,3.276,NaN,NaN,3395,0.002,0.95,0.8,0.1,Cichlidae,Cichliformes,Actinopterygii,Chordata,Am BSk,TPa,0iFl 0iFr,Fbf,,biO,Dg,O,NaN,NaN,NaN,NaN,NaN,890.203023407458,NaN,NaN,NaN,NaN,NaN,0.023,NaN,NaN,16.8,32.2,NaN,NaN,NaN,10.6,13.2,0.337001776124822,NaN,NaN,NaN,0.2,303.15,1,NaN,std,2.5
Copsychus_malabaricus,1370.05086398648,0.92307,0.035976,801.3261,7338.3727,1.767e-11,480.7,NaN,2539,6114,0.031969,0.95,0.8,0.1,Muscicapidae,Passeriformes,Aves,Chordata,A,TPi,0iTd 0iThh 0iTg,Tnpf,,biCi biHs,Dg,O,2.85802987532576,NaN,NaN,NaN,NaN,310.729733790008,NaN,NaN,NaN,1.52020417705483,4.5606125311645,2.65,NaN,NaN,NaN,26.7,NaN,NaN,NaN,NaN,NaN,0.177968163282925,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.5
Coptodon_guineensis,138.77836819102,0.96325,0.030202,19.5791,7583,5.525e-10,0.3252,NaN,NaN,22320,0.002,0.95,0.5,0.1,Cichlidae,Cichliformes,Actinopterygii,Chordata,Am BSk,TPa,0iFl 0iFr,Fnfm,,biO,Dg,O,2.90609681985351,NaN,NaN,NaN,NaN,2828.60090465742,NaN,NaN,NaN,NaN,NaN,0.0023,NaN,NaN,NaN,628.7,NaN,NaN,NaN,17.3,29.7,55.7279041169972,NaN,NaN,NaN,0.2,301.15,1,NaN,std,2.5
Coptodon_rendalli,295.968062624956,0.8503,0.055166,22.5255,7583,8.487e-10,2.151,NaN,NaN,437400,0.00092104,0.95,0.5,0.1,Cichlidae,Cichliformes,Actinopterygii,Chordata,Am BSk,TPa,0iFl 0iFr,Fnfm,,biO,Dg,O,3.238710886546,1.07957029551533,NaN,NaN,NaN,3364.4341752336,NaN,NaN,NaN,NaN,218.299855765173,NaN,NaN,NaN,NaN,2500,0.6,NaN,NaN,15.5,45,934.494433287417,NaN,NaN,NaN,0.29,301.15,1,NaN,std,2.9
Coptodon_zillii,6568.35285118192,0.99457,0.0936,1965.368,5229.0544,1.774e-09,0.01832,NaN,NaN,33.88,0.002,0.95,0.8,0.1,Cichlidae,Cichliformes,Actinopterygii,Chordata,Am BSk,TPa TH,0iFl 0iFr,Fnfm,,biO,Dg,O,NaN,NaN,NaN,NaN,NaN,1478.02352750593,NaN,NaN,NaN,NaN,NaN,0.0082,NaN,NaN,5.35,NaN,NaN,NaN,NaN,7,35,28.4163270870744,NaN,NaN,NaN,0.2,299.15,1,NaN,std,2.5
Coracias_benghalensis,1991.29151744366,0.90692,0.042219,666.3993,7308.085,5.939e-12,2569,NaN,21800,41910,0.02893,0.95,0.8,0.1,Coraciidae,Coraciiformes,Aves,Chordata,A BWh BSh Cwa,TPi,0iTi,Tnwf,,biCi,Dg,O,3.67460983970455,NaN,NaN,NaN,NaN,457.219079046292,NaN,NaN,NaN,4.57430200677374,13.7229060203212,14.7,NaN,NaN,NaN,157.46,NaN,NaN,NaN,NaN,NaN,0.0583965132332037,NaN,NaN,NaN,0.28,313.15,1,NaN,std,2.5
Coracias_cyanogaster,1595.53379861638,0.96125,0.042086,556.6792,7326.1025,4.754e-14,1416,NaN,7605,17000,0.022406,0.95,0.8,0.1,Coraciidae,Coraciiformes,Aves,Chordata,A,TPa,0iTi,Tnwf,,biCi,Dg,O,4.1849723174413,NaN,NaN,NaN,NaN,1027.45860459841,NaN,NaN,NaN,3.44831997433713,10.3449599230114,16,NaN,NaN,NaN,142,NaN,NaN,NaN,NaN,NaN,0.0291982566166019,NaN,NaN,NaN,0.28,313.15,1,NaN,std,2.5
Coracias_naevius,1579.86721038181,0.96881,0.042187,528.4643,7326.6624,6.357e-14,1053,NaN,6274,15340,0.021491,0.95,0.8,0.1,Coraciidae,Coraciiformes,Aves,Chordata,A Cwa Cwb Dwa Dfa,TPa,0iTi,Tnwf,,biCi,Dg,O,4.1849723174413,NaN,NaN,NaN,NaN,1027.45860459841,NaN,NaN,NaN,3.44831997433713,10.3449599230114,14.7,NaN,NaN,NaN,168,NaN,NaN,NaN,NaN,NaN,0.0291982566166019,NaN,NaN,NaN,0.28,313.15,1,NaN,std,2.5
Coracopsis_barklyi,1757.08408041195,0.971,0.058841,472.3632,7354.4914,3.795e-16,554.8,NaN,14670,31580,0.018897,0.95,0.8,0.1,Psittrichasiidae,Psittaciformes,Aves,Chordata,Af,TA,0iTf,Tnwf,,biHs,Dg,O,3.65345247404029,NaN,NaN,NaN,NaN,1959.91811171013,NaN,NaN,NaN,6.61363119686862,19.8408935906059,9,NaN,NaN,NaN,250,NaN,NaN,NaN,NaN,NaN,0.0382771094117506,NaN,NaN,NaN,0.28,314.45,1,NaN,std,2.5
Coragyps_atratus,2478.03789935843,0.9352,0.024284,461.4434,7320.3969,9.732e-13,5250,NaN,84550,187600,0.018979,0.95,0.8,0.1,Cathartidae,Cathartiformes,Aves,Chordata,A BSk Cf,TN THn,0iTf,Tnsfm Tncfm,,biSvm biSvb,Dg,O,8.57408962597729,NaN,NaN,NaN,NaN,1310.00972086297,NaN,NaN,NaN,13.0895411270756,39.2686233812269,70,NaN,NaN,NaN,2080,NaN,NaN,NaN,NaN,NaN,0.0389310088221358,NaN,NaN,NaN,0.28,313.15,1,NaN,std,2.5
Corbicula_fluminea,54.6545664935537,0.98972,0.019733,18.0039,2353.1165,1.136e-07,4.988e-05,5.489e-05,NaN,1.62,0.002,0.475,0.8,0.1,Cyrenidae,Venerida,Bivalvia,Mollusca,A C D,TH TN TPi,0iFr 0iFp,Fbb,,bjTvf jiPp,D Hh,O,NaN,NaN,NaN,NaN,NaN,3145.92010812122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.17,0.02,NaN,NaN,0.6,4.8,140.49943571643,NaN,NaN,NaN,0.09,290.15,1,NaN,abj,2.5
Corbula_gibba,6.89907506176807,0.99566,0.21465,35.5582,2347.8352,2.737e-07,1.144e-06,3.05e-05,NaN,0.07197,0.002,0.95,0.1,0.5,Corbulidae,Myida,Bivalvia,Mollusca,MC,MANE MAm,0jMp jiMcd,Mp,,piPp,D,O,0.344908403288447,NaN,12.4167025183841,NaN,NaN,832.300102591212,NaN,NaN,NaN,NaN,NaN,1.131e-07,NaN,NaN,NaN,0.194444444444444,NaN,0.035,NaN,0.4,1.2,45.6742268594705,NaN,NaN,NaN,0.09,291.15,1,NaN,abj,2.1
Coregonus_albula,60.1631597718336,0.90285,0.021524,23.6578,5224.2847,6.881e-08,0.6422,35.84,NaN,15180,0.002,0.95,0.8,0.1,Salmonidae,Salmoniformes,Actinopterygii,Chordata,Dfc,MAb THp,0jFr jiMpe,Fg Fs,Mda,biPz,D,O,NaN,NaN,NaN,NaN,NaN,7115.73691775759,NaN,NaN,NaN,NaN,1423.14738355152,0.0018,NaN,NaN,NaN,1000,NaN,NaN,NaN,14.4,48,42.1600747002518,NaN,NaN,NaN,0.2,286.15,1,NaN,abj,2.5
Coregonus_artedi,185.27261405644,0.87917,0.02529,33.573,5215.7491,1.05e-07,1.084,7.206,NaN,64040,0.002,0.95,0.8,0.1,Salmonidae,Salmoniformes,Actinopterygii,Chordata,MC ME Dfb Dfc,MAN THn,0jFr jiMpe,Fg,Mda,biPz biCi,D,O,NaN,NaN,NaN,NaN,NaN,11262.199969239,NaN,NaN,NaN,NaN,NaN,0.0039,NaN,NaN,145.6,1950,NaN,NaN,NaN,25,57,28.3370035047925,NaN,NaN,NaN,0.2,284.15,1,NaN,abj,2.5
Coregonus_autumnalis,47.6646840376805,0.77069,0.024117,40.7751,5219.1247,8.385e-07,2.011,5662,NaN,374200,0.002,0.95,0.8,0.1,Salmonidae,Salmoniformes,Actinopterygii,Chordata,ME ET,MN TH,0jFr jiMpe,Fg,Mda,biPz,D,O,NaN,NaN,NaN,NaN,NaN,33722.1344250564,NaN,NaN,NaN,NaN,NaN,0.0018,NaN,NaN,238,2700,NaN,NaN,NaN,31,65,32.0264425254628,NaN,NaN,NaN,0.2,272.75,1,NaN,abj,2.5
Coregonus_clupeaformis,198.474514973889,0.9383,0.014743,30.9535,5228.0941,4.605e-09,0.1547,2.67,NaN,200600,0.002,0.95,0.8,0.1,Salmonidae,Salmoniformes,Actinopterygii,Chordata,MC ME Dfb Dfc,MAN THn,0jFr jiMpe,Fg,Mda,biPz biCi,D,O,NaN,NaN,NaN,NaN,NaN,43316.1537278424,NaN,NaN,NaN,NaN,NaN,0.0018,NaN,NaN,1270,14790,NaN,NaN,NaN,46.7,100,140.478770073455,NaN,NaN,NaN,0.2,284.15,1,NaN,abj,2.5
Coregonus_hoyi,105.596545126077,0.78325,0.023656,33.2443,5218.6766,1.68e-07,1.333,29.82,NaN,68490,0.002,0.95,0.8,0.1,Salmonidae,Salmoniformes,Actinopterygii,Chordata,Dfb,THn,0jFl,Fs,,biPz,D,O,NaN,NaN,NaN,NaN,NaN,11634.4034602093,NaN,NaN,NaN,NaN,NaN,0.0018,NaN,NaN,61.4,667,NaN,NaN,NaN,17.6,37,32.9884554298494,NaN,NaN,NaN,0.2,282.15,1,NaN,abj,2.5
Coregonus_kiyi,444.363979870265,0.53031,0.011498,251.2669,5206.3108,1.708e-07,3.738,311.2,NaN,31100,0.002,0.95,0.8,0.1,Salmonidae,Salmoniformes,Actinopterygii,Chordata,Dfb,THn,0jFl,Fs,,biPz,D,O,628.280356996891,NaN,NaN,NaN,NaN,10576.7304183721,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,24.5,565,NaN,NaN,NaN,13.2,35,50.1100036623203,NaN,NaN,NaN,0.2,282.15,1,NaN,abj,2.5
Coregonus_laurettae,384.567352062413,0.6473,0.0246,108.1319,5234.5288,6.802e-07,4.15,114.1,NaN,162900,0.002,0.95,0.8,0.1,Salmonidae,Salmoniformes,Actinopterygii,Chordata,Dfc ET ME,TH MN,0iFr jiMc,Fs,Mda,biPz,D,O,NaN,NaN,NaN,NaN,NaN,12910.1088128041,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,113,1390,NaN,NaN,NaN,22,48,34.8564064428098,NaN,NaN,NaN,0.2,279.15,1,NaN,abj,2.5
Coregonus_lavaretus,233.687210215669,0.44559,0.020169,18.04,5236.33,2.444e-07,3.354,46.96,NaN,561900,0.002,0.95,0.8,0.1,Salmonidae,Salmoniformes,Actinopterygii,Chordata,Cfb,THp,0jFr jiMpe,Fg,Mda,biPz,D,O,NaN,NaN,NaN,NaN,NaN,17548.5356953451,NaN,NaN,NaN,NaN,NaN,0.0018,NaN,NaN,NaN,10000,NaN,NaN,NaN,25,73,NaN,NaN,0.16,NaN,0.2,281.15,1,920,abj,2.5
Coregonus_nasus,923.127540016203,0.46906,0.025528,75.5623,5227.5043,3.537e-07,3.84,11.12,NaN,845100,0.002,0.95,0.8,0.1,Salmonidae,Salmoniformes,Actinopterygii,Chordata,Dfb,THn,0jFl,Fs,,biPz,D,O,NaN,NaN,NaN,NaN,NaN,21516.8480213401,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,475,4600,NaN,NaN,NaN,35,71,97.5979380398675,NaN,NaN,NaN,0.2,279.15,1,NaN,abj,2.5
Coregonus_pidschian,336.74197904173,0.48191,0.023673,42.4993,5210.9726,3.45e-07,8.086,63.59,NaN,108600,0.002,0.95,0.8,0.1,Salmonidae,Salmoniformes,Actinopterygii,Chordata,Dfc ET ME,TH MN,0iFr jiMc,Fs,Mda,biPz,D,O,NaN,NaN,NaN,NaN,NaN,20082.3914865841,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,53.3,1760,NaN,NaN,NaN,17,50,34.8564064428098,NaN,NaN,NaN,0.2,279.15,1,NaN,abj,2.5
Coregonus_reighardi,679.638992295392,0.75669,0.028049,338.9639,5231.5727,3.084e-07,1.869,51.37,NaN,37710,0.002,0.95,0.8,0.1,Salmonidae,Salmoniformes,Actinopterygii,Chordata,Dfb,THn,0jFl,Fs,,biPz,D,O,NaN,NaN,NaN,NaN,NaN,9359.2190375174,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,44.7,551,NaN,NaN,NaN,16.5,36,29.8238559094607,NaN,NaN,NaN,0.2,281.15,1,NaN,abj,2.5
Coregonus_sardinella,305.188836736495,0.56663,0.027052,31.7791,5223.939,3.21e-08,6.703,12.42,NaN,25220,0.002,0.95,0.8,0.1,Salmonidae,Salmoniformes,Actinopterygii,Chordata,Dfb Dfc,TH,0jFl,Fs,,biPz,D,O,NaN,NaN,NaN,NaN,NaN,30417.4618719315,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,16.4,1000,NaN,NaN,NaN,13,47,20.1726232972191,NaN,NaN,NaN,0.2,281.15,1,NaN,abj,2.5
Coregonus_zenithicus,352.770239434914,0.4955,0.022377,58.5038,5210.2081,3.479e-08,7.036,49.11,NaN,67040,0.002,0.95,0.8,0.1,Salmonidae,Salmoniformes,Actinopterygii,Chordata,Dfb Dfc,THn,0jFl,Fs,,biPz,D,O,NaN,NaN,NaN,NaN,NaN,25737.8523531728,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,33,774,NaN,NaN,NaN,15,40,29.8238559094607,NaN,NaN,NaN,0.2,281.15,1,NaN,abj,2.5
Coreobagrus_ichikawai,47.1274379328127,0.54296,0.017034,17.2138,5226.1571,2.548e-08,9.496,18.01,NaN,5632,0.002,0.95,0.8,0.1,Bagridae,Siluriformes,Actinopterygii,Chordata,Cfa,THp,0iFr,Fnm,Mp,biCi biCvf,D,O,11.3541189426322,NaN,NaN,NaN,NaN,872.474402960156,NaN,NaN,NaN,NaN,NaN,0.0036,NaN,NaN,1.64,9.3,NaN,NaN,NaN,6,10.8,12.5752544760216,NaN,NaN,NaN,0.2,298.15,1,NaN,abj,2.5
Coris_julis,41.0682577936953,0.85999,0.021469,18.0361,5242.363,3.099e-08,0.2489,5.593,NaN,6347,0.002,0.95,0.8,0.1,Labridae,Labriformes,Actinopterygii,Chordata,MB,MAE MAm,0jMp jiMr,Mp,,bjPz jiCi,Hsff,O,NaN,NaN,NaN,NaN,NaN,2805.16511357211,NaN,NaN,NaN,NaN,NaN,0.00039,NaN,NaN,9.2,238,NaN,NaN,NaN,9.8,30,NaN,NaN,NaN,NaN,0.2,292.15,1,NaN,abj,2.5
Cornu_aspersum,929.152076459779,0.94141,0.022405,333.4781,3919.9466,8.214e-08,0.6377,0.6378,NaN,856.7,0.002,0.475,0.11805,0.78946,Helicidae,Pulmonata,Gastropoda,Mollusca,BSk Csa Cfb Dfb,THp,0iTf 0iTi 0iTg,Tt,,biHl,Hh,O,14,NaN,NaN,NaN,NaN,1825,NaN,NaN,NaN,NaN,146,0.029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.3,2.04761904761905,NaN,NaN,NaN,0.15,293.15,1,NaN,abj,3.5
Coronatella_rectangula,67.3615919743417,0.72647,0.014103,2861.0954,4444.2069,1.978e-05,0.0013,NaN,NaN,0.006314,0.002,0.95,0.8,0.1,Chydoridae,Anomopoda,Branchiopoda,Arthropoda,Am,TN TP TH,0iFp 0iFl 0iFm,Fbf,,biPp biD,D,Apf,1.20650755369509,NaN,NaN,NaN,NaN,33.0353258749846,NaN,NaN,NaN,NaN,1.78103496021656,NaN,NaN,NaN,NaN,1.1e-05,0.0204,NaN,NaN,0.034,0.0468,1.37852431582896,NaN,NaN,NaN,0.17,296.75,1,NaN,std,2.6
