Row,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,k_J,kap_R,kap_X,kap_P,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,Ri,Ni,GSI,NR,estim_z,estim_kap,estim_v,estim_p_M,estim_k_J,estim_E_Hb,estim_E_Hj,estim_E_Hp,d_V,T_typical,f,t_0,model,completeness
Chiton_tuberculatus,204.171025765444,0.99746,0.025838,29.9348,2615.8463,2.416e-07,6.271e-06,1.353e-05,NaN,73.4,0.002,0.95,0.2,0.3,Chitonidae,Chitonida,Polyplacophora,Mollusca,MC,MAW,0jMp jiMb,Mp,,bjPp jiHa jiD,D,O,NaN,NaN,NaN,NaN,NaN,11482.6956981314,NaN,NaN,NaN,NaN,NaN,4.2e-06,4.3e-06,NaN,NaN,120,NaN,NaN,NaN,2.5,10,679.283001575083,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.1,296.15,1,NaN,abj,2.3
Chlamydera_nuchalis,6826.70084349726,0.985926784216781,0.0210373392401559,4207.65453995507,7321.63945306033,2.89511008872453e-13,93.8095561841502,NaN,388.668198179283,964.290892015555,0.172407778770535,0.95,0.8,0.1,Ptilonorhynchidae,Passeriformes,Aves,Chordata,Aw,TA,0iTf,Tnpf,,biCi biHs,Dg,O,4.28704481298865,NaN,NaN,NaN,NaN,665.849429550017,NaN,NaN,NaN,1.8242450124658,5.4727350373974,15,NaN,NaN,NaN,210,NaN,NaN,NaN,NaN,NaN,0.0382969465292371,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Chlamydochaera_jefferyi,3396.71375514171,0.964836506833278,0.0258874499161308,2449.20371392181,7327.43858444495,2.93185768706429e-12,137.58020527626,NaN,921.569827620418,1891.68176444347,0.0997117293600342,0.95,0.8,0.1,Turdidae,Passeriformes,Aves,Chordata,Af,TPi,0iTf,Tnpf,,bxCi xiHs,Dg,O,2.96010237087311,NaN,NaN,NaN,NaN,443.899619700011,NaN,NaN,NaN,2.16477074812608,6.49431224437825,4,NaN,NaN,NaN,51,NaN,NaN,NaN,NaN,NaN,0.0450552312108671,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Chlamydoselachus_anguineus,1029.98020292788,0.462237708755395,0.0519466206250473,25.1891237892258,5225.63245153295,1.67010934071444e-08,518051.077887994,NaN,NaN,14344088.6325016,0.002,0.95,0.8,0.1,Chlamydoselachidae,Hexanchiformes,Chondrichthyes,Chordata,MC,MIW MPW MPE MAE,0iMdb,Mv,,biCi biCvf,D,O,6174.06273895022,NaN,NaN,NaN,NaN,105841.075524861,NaN,NaN,NaN,NaN,NaN,380,NaN,NaN,NaN,NaN,55,NaN,NaN,135,200,0.00283443831718748,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.2,277.15,1,NaN,std,0.9
Chlamydotis_undulata,5786.22196219989,0.98849048924483,0.0221603286156771,1657.77273583647,7321.91336136909,8.14652939669185e-15,188.569524425885,NaN,2049.99322439278,7111.99451938861,0.067854287952785,0.95,0.8,0.1,Otididae,Otidiformes,Aves,Chordata,BWh BWk BSk,TPa,0iTi 0iTs 0iTd,Tnsf,,biO,Dg,O,4.07960125630402,NaN,NaN,NaN,NaN,753.128178170276,NaN,NaN,NaN,4.81451803396523,14.4435541018957,33,NaN,NaN,NaN,1700,NaN,NaN,NaN,NaN,NaN,0.0597507851974513,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.4,1,NaN,std,2.5
Chlamys_islandica,13.8927624639354,0.41592,0.0088534,23.9683,2350.5622,6.763e-09,0.000347,4.566,NaN,6691,0.002,0.95,0.8,0.1,Pectinidae,Pectinida,Bivalvia,Mollusca,MC,MAN,0jMp jiMb,Mp,,biPp,D,O,26.048210506564,NaN,NaN,NaN,NaN,27334.3409003256,NaN,NaN,244.201973499038,NaN,NaN,1.8e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.45,11,NaN,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.09,275.15,1,NaN,abj,2.7
Chlidonias_hybrida,22924.9110335675,0.401166762770161,0.0446382109513592,8050.435267654,7333.89560540633,2.3387843955945e-13,5639.65392924806,NaN,44456.9850848954,55805.4937450767,0.318531481437969,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,B,THp,0iFm,Tnffm,Ml,biCvf biCii,Dg,O,4.1849723174413,NaN,NaN,NaN,NaN,984.514042367485,NaN,NaN,NaN,2.56885594877361,7.70656784632082,13,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,0.0639909613158004,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.15,1,12.0931638523949,std,2.5
Chlidonias_leucopterus,1622.00557214254,0.98136244606488,0.0297266071268383,807.187297165128,7320.80104194256,1.01195694346233e-12,247.453722127997,NaN,816.982475677982,2047.27490489444,0.032917594734392,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,Dfb,THp TPa TA,0iFm,Tnffm,Ml,biCvf biCii,Dg,O,4.1849723174413,NaN,NaN,NaN,NaN,984.514042367485,NaN,NaN,NaN,1.54131356926416,4.62394070779249,7.25,NaN,NaN,NaN,73,NaN,NaN,NaN,NaN,NaN,0.0426606408772002,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.15,1,NaN,std,2.7
Chlidonias_niger,2488.38447121077,0.882111691784716,0.0247894551093979,1436.22708518735,7323.21326037822,9.50218600388106e-13,1207.40674568297,NaN,5321.95372581594,10242.8967579178,0.0584596426647186,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,Cfb Dfb Dfc,TH,0iFm,Tnffm,Ml,biCvf biCii,Dg,O,4.32787381120758,NaN,NaN,NaN,NaN,993.536211437067,NaN,NaN,NaN,2.78682694662713,8.36048083988139,7.8,NaN,NaN,NaN,58.7,NaN,NaN,NaN,NaN,NaN,0.0634098679794225,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.05,0.998031282929559,NaN,std,2.5
Chloephaga_picta,3617.39871679645,0.851581644313391,0.0365043710409671,541.3201,7320.53395770772,2.8321320543846e-13,14231.3538304523,NaN,315011.070455348,712057.986272786,0.0221833565147051,0.95,0.8,0.1,Anatidae,Anseriformes,Aves,Chordata,Cwc,TN,xiTh,Tnsf,,biCi xiHs xiHl,Dg,O,6.12434973284092,NaN,NaN,NaN,NaN,1150.8709285506,NaN,NaN,NaN,8.4502303794948,25.3506911384844,85,NaN,NaN,NaN,3000,NaN,NaN,NaN,NaN,NaN,0.141197414904425,NaN,NaN,NaN,1,1,1,0,1,1,0,1,0.28,314.35,1,NaN,std,2.5
Chlorocebus_aethiops,350.297425548846,0.85452,0.028791,24.1124,7818.5491,9.218e-13,194900,NaN,878900,5371000,0.0010494,0.95,0.8,0.1,Cercopithecidae,Primates,Mammalia,Chordata,Am Cs Cw,TPa,0iTf,Tv,,bxM xiO,Dg,O,NaN,NaN,NaN,NaN,NaN,2561.23097491375,36.9079717075278,NaN,NaN,41.4645114245066,235.573103367801,314,NaN,1036,NaN,5620,NaN,NaN,NaN,NaN,50,0.0122949458236549,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.3,309.95,1,45.4173,stx,2.1
Chlorochrysa_calliparaea,957.803661238826,0.921373283747906,0.031825361638487,564.959125784549,7322.1870248146,4.08847977610372e-12,629.656895294883,NaN,3651.7590015879,7160.38218172882,0.0229601356493748,0.95,0.8,0.1,Thraupidae,Passeriformes,Aves,Chordata,Af Am,TN,0iTf,Tnpf,,biCi,Dg,O,3.47046484860986,NaN,NaN,NaN,NaN,399.50965773001,NaN,NaN,NaN,2.55394301745212,7.66182905235636,2.9,NaN,NaN,NaN,21.5,NaN,NaN,NaN,NaN,NaN,0.0450552312108671,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Chlorochrysa_nitidissima,937.41586198043,0.929593708246059,0.0283025748506193,665.476204170801,7323.52125493676,1.6073897997974e-12,423.083420517593,NaN,2307.20593443115,3882.39966413032,0.0271975397758207,0.95,0.8,0.1,Thraupidae,Passeriformes,Aves,Chordata,A,TN,0iTf,Tnpf,,biCi biHs,Dg,O,3.47046484860986,NaN,NaN,NaN,NaN,665.849429550017,NaN,NaN,NaN,2.79717568578089,8.39152705734268,2.3,NaN,NaN,NaN,13.3,NaN,NaN,NaN,NaN,NaN,0.0225276156054336,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Chlorodrepanis_flava,1070.45249452673,0.970463614442932,0.0279148880600087,779.6492828992,7320.78243383095,6.94846368295637e-13,90.9253815987036,NaN,539.737889509948,1339.69181677182,0.0319871734372548,0.95,0.8,0.1,Fringillidae,Passeriformes,Aves,Chordata,Am,TOh,0iTf,Tnpf,,biCi biHn biHs,Dg,O,2.87844437443523,NaN,NaN,NaN,NaN,421.704638715011,NaN,NaN,NaN,1.70262867830141,5.10788603490424,1.4,NaN,NaN,NaN,16.4,NaN,NaN,NaN,NaN,NaN,0.0675828468163007,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.7
Chlorodrepanis_virens,43.7227465995507,0.925817547089409,0.0800295675074955,18.1456336665011,7313.99981273241,1.75494930292418e-15,733.763759413353,NaN,1269.93142154746,2610.88907189841,0.000744312649672347,0.95,0.8,0.1,Fringillidae,Passeriformes,Aves,Chordata,Am,TOh,0iTf,Tnpf,,biCi biHn biHs,Dg,O,2.85802987532576,NaN,NaN,NaN,NaN,532.679543640013,NaN,NaN,NaN,2.43232668328773,7.2969800498632,1.3,NaN,NaN,NaN,12,NaN,NaN,NaN,NaN,NaN,0.0844785585203759,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.7
Chlorophthalmus_agassizi,160.220880184869,0.94337,0.023972,58.1471,5223.0185,1.432e-07,0.003092,0.03305,NaN,2174,0.002,0.475,0.8,0.1,Chlorophthalmidae,Aulopiformes,Actinopterygii,Chordata,MB MA,MC,0jMp jiMdb,Mp,,bjPz jiCi,Hh,O,NaN,NaN,NaN,NaN,NaN,15208.7309359658,NaN,NaN,NaN,NaN,NaN,2.4e-05,NaN,NaN,NaN,461,NaN,NaN,NaN,12,40,NaN,NaN,0.035,NaN,1,1,1,1,0,1,1,1,0.2,281.15,1,NaN,abj,2.4
Chloroscombrus_chrysurus,64.9196171524275,0.979443370870887,0.0190065164988022,13.3720390130252,5236.79199647283,3.26196480264994e-09,0.0330161182539478,0.471340874906876,NaN,1915.85321410732,0.000757642126525115,0.95,0.8,0.1,Carangidae,Carangiformes,Actinopterygii,Chordata,MB,MAW MAE MAm,0iMc,Fpe,Mo,biPz,D,O,3.70634041011917,NaN,NaN,NaN,NaN,1932.59178527643,NaN,NaN,NaN,NaN,NaN,0.00052,NaN,NaN,20.2,2630,NaN,NaN,NaN,12.4,65,549.521118785102,NaN,NaN,NaN,1,1,1,1,1,1,1,1,0.2,299.35,1,NaN,abj,2.1
Chlorospingus_flavigularis,703.342051362889,0.990004147024759,0.0246551756377087,436.454546857663,7321.71633412992,2.46249125828664e-12,31.5663032801218,NaN,176.908020128115,557.756937028382,0.0179105071876712,0.95,0.8,0.1,Passerellidae,Passeriformes,Aves,Chordata,A,TN,0iTf,Tnpf,,biCi biHs,Dg,O,3.47046484860986,NaN,NaN,NaN,NaN,665.849429550017,NaN,NaN,NaN,1.70262867830141,5.10788603490424,1.3,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN,NaN,0.0450552312108671,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Chlorostilbon_lucidus,1082.12658962963,0.8748,0.014831,1536.7104,7317.2677,1.431e-11,80.58,NaN,375.4,701.1,0.063446,0.95,0.8,0.1,Trochilidae,Apodiformes,Aves,Chordata,Aw Cwa Cfa,TN,0iTf,Tnpf,TT,biCi xiHn,Dg,O,3.67460983970455,NaN,NaN,NaN,NaN,612.24883096133,NaN,NaN,NaN,3.3547881148566,10.0643643445698,NaN,NaN,NaN,NaN,2.8,NaN,NaN,NaN,NaN,NaN,0.0653329136410004,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,311.25,1,3.2159,std,2.5
Chlorostilbon_mellisugus,443.433519186198,0.96043,0.019754,503.9604,7328.2979,1.525e-11,25.42,NaN,155.5,422.5,0.020729,0.95,0.8,0.1,Trochilidae,Apodiformes,Aves,Chordata,A,TN,0iTf,Tnpf,TT,biCi xiHn,Dg,O,2.65388488423107,NaN,NaN,NaN,NaN,612.24883096133,NaN,NaN,NaN,3.01930930337094,9.05792791011283,NaN,NaN,NaN,NaN,2.7,NaN,NaN,NaN,NaN,NaN,0.0653329136410004,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,311.25,1,NaN,std,2.5
Chlorothraupis_carmioli,3943.92015356384,0.981112234621527,0.0222759243518091,3361.26592830735,7321.94996969957,4.54913166524878e-12,61.8217282883293,NaN,227.373679918958,516.586361735794,0.137589766625682,0.95,0.8,0.1,Cardinalidae,Passeriformes,Aves,Chordata,Af Am,TN,0iTf,Tnp,,biCi xiHs,Dg,O,3.26631985751516,NaN,NaN,NaN,NaN,399.50965773001,NaN,NaN,NaN,1.33777967580825,4.01333902742476,4.2,NaN,NaN,NaN,43.4,NaN,NaN,NaN,NaN,NaN,0.0450552312108671,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Chlorurus_frontalis,99.5805908238584,0.92261,0.020727,21.751,5215.8962,1.039e-09,0.04892,0.6598,NaN,141000,0.002,0.95,0.8,0.1,Scaridae,Labriformes,Actinopterygii,Chordata,MA,MPW,0jMp jiMr,Mp,,bjPz jiCi,Hsff,O,NaN,NaN,NaN,NaN,NaN,2402.04833950093,NaN,NaN,NaN,NaN,NaN,0.00023,NaN,NaN,431,2100,NaN,NaN,NaN,30,NaN,NaN,NaN,0.12,NaN,1,1,1,1,0,1,1,1,0.2,300.65,1,NaN,abj,2.4
Chlorurus_microrhinos,106.018588991094,0.89037,0.018587,15.3709,5233.757,2.228e-09,0.06639,0.7027,NaN,374400,0.002,0.95,0.8,0.1,Scaridae,Labriformes,Actinopterygii,Chordata,MA,MPW,0jMp jiMr,Mp,,bjPz jiCi,Hsff,O,NaN,NaN,NaN,NaN,NaN,1877.33091459938,NaN,NaN,NaN,NaN,NaN,0.00023,NaN,NaN,1000,5600,NaN,NaN,NaN,40,NaN,NaN,NaN,0.12,NaN,1,1,1,1,0,1,1,1,0.2,301.55,1,NaN,abj,2.4
Chlorurus_perspicillatus,85.6187064795554,0.96627,0.020535,21.1539,5224.9477,9.07e-10,0.02191,0.6602,NaN,8703,0.002,0.95,0.8,0.1,Scaridae,Labriformes,Actinopterygii,Chordata,MA,MPh,0jMp jiMr,Mp,,bjPz jiCi,Hsff,O,NaN,NaN,NaN,NaN,NaN,5587.61970094524,NaN,NaN,NaN,NaN,NaN,0.00023,NaN,NaN,67,3500,NaN,NaN,NaN,27.5,60.9,NaN,NaN,0.04,NaN,1,1,1,1,0,1,1,1,0.2,296.05,1,NaN,abj,2.4
Chlorurus_sordidus,53.4695156288507,0.97384,0.020475,15.427,5233.3626,5.335e-09,0.02059,0.4907,NaN,7117,0.002,0.95,0.8,0.1,Scaridae,Labriformes,Actinopterygii,Chordata,MA,MI,0jMp jiMr,Mp,,bjPz jiCi,Hsff,O,NaN,NaN,NaN,NaN,NaN,1293.41064434665,NaN,NaN,NaN,NaN,NaN,0.00023,NaN,NaN,67,1400,NaN,NaN,NaN,15,40,NaN,NaN,0.04,NaN,1,1,1,1,0,1,1,1,0.2,300.65,1,NaN,abj,2.4
Chlorurus_spilurus,112.844505641646,0.95894,0.026111,35.2158,5219.3268,3.06e-09,0.02685,0.7432,NaN,48410,0.002,0.95,0.8,0.1,Scaridae,Labriformes,Actinopterygii,Chordata,MA,MPW,0jMp jiMr,Mp,,bjPz jiCi,Hsff,O,NaN,NaN,NaN,NaN,NaN,1194.66512747233,NaN,NaN,NaN,NaN,NaN,0.00023,NaN,NaN,244,1600,NaN,NaN,NaN,26,NaN,NaN,NaN,0.12,NaN,1,1,1,1,0,1,1,1,0.2,301.55,1,NaN,abj,2.4
Choerodon_schoenleinii,186.985745405637,0.81785,0.015714,16.9069,5234.3577,1.119e-08,0.1244,0.767,NaN,94380,0.00096192,0.95,0.8,0.1,Labridae,Labriformes,Actinopterygii,Chordata,MA,MPW MI,0jMp jiMr,Mp,,bjPz jiCi,D,O,NaN,NaN,NaN,NaN,NaN,1426.83554928985,NaN,NaN,NaN,NaN,NaN,0.00039,NaN,NaN,209,16200,NaN,NaN,NaN,24,100,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1,0.2,301.05,1,NaN,abj,2.5
Choloepus_didactylus,693.934383241383,0.73228,0.043989,41.4874,7836.0757,1.723e-14,461400,NaN,1926000,14560000,0.0017476,0.95,0.8,0.1,Megalonychidae,Pilosa,Mammalia,Chordata,A,TN,0iTi 0iTh,Tv,,bxM xiHl,Dg,O,NaN,NaN,NaN,NaN,NaN,3551.34866414827,87.5675013077656,NaN,NaN,47.7070258020802,401.429513163556,410,NaN,NaN,NaN,6290,NaN,NaN,NaN,NaN,NaN,0.00517226221095694,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.3,306.15,1,172.358,stx,2.5
Chologaster_cornuta,499.567657335,0.993118862958559,0.0217330532161898,762.509224378296,5229.49304870604,1.94553487192498e-08,0.00394951424652022,NaN,NaN,18.3995270576498,0.002,0.95,0.8,0.1,Amblyopsidae,Percopsiformes,Actinopterygii,Chordata,Cfa,THn,0iFm,Fbf,,biCi biCvae,D,O,35.6761604369764,NaN,NaN,NaN,NaN,7115.73691775759,NaN,NaN,NaN,NaN,475.682139159686,0.00052,NaN,NaN,0.46,1.7,NaN,NaN,NaN,3.6,5.7,0.137722910687489,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.2,286.15,1,5.59833238845422,std,2.5
Chondestes_grammacus,3862.99978639529,0.956427235401534,0.0244682568556042,3590.04572209663,7321.8380554623,1.18805487665478e-11,81.505621296094,NaN,368.761314162691,883.347006394093,0.146714813087436,0.95,0.8,0.1,Passerellidae,Passeriformes,Aves,Chordata,B Cfa Dfa Dfb,THn,0iTh 0iTi 0iTs,Tnpf Tnsf,Ms,biCi biHs,Dg,O,2.44973989313637,NaN,NaN,NaN,NaN,346.241703366009,NaN,NaN,NaN,1.15535517456167,3.46606552368502,2.2,NaN,NaN,NaN,27.8,NaN,NaN,NaN,NaN,NaN,0.157693309238035,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Chondrostoma_nasus,141.576182535534,0.99482,0.092636,17.8923,5232.1265,2.222e-09,0.03681,0.04185,NaN,5826,0.002,0.95,0.8,0.1,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Cfb Dfb,THp,0iFr,Fg,Mp,biCi jiD,D,O,NaN,NaN,NaN,NaN,NaN,12870.3552191372,NaN,NaN,NaN,NaN,2797.90330850808,0.0018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34,50,178.705246346277,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,290.15,1,NaN,abj,2.6
Chordeiles_minor,2855.64090547226,0.982118440674416,0.0228938974394318,1751.82639126457,7321.17974509866,1.03420462657749e-11,95.840138996781,NaN,485.510313767751,1263.7516897334,0.0716961592084666,0.95,0.8,0.1,Caprimulgidae,Caprimulgiformes,Aves,Chordata,BSk Cfa Dfa,THp,0iTh 0iTf 0iTi,Tnpfm,Ml,biCi,Dg,O,3.87875483079925,NaN,NaN,NaN,NaN,528.084454234677,NaN,NaN,NaN,2.60425210307512,7.81275630922536,5.4,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,0.0378727300900855,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,312.85,1,NaN,std,2.5
Chorismus_antarcticus,57.5203613302114,0.90898850735541,0.0226589427984421,120.530690576462,4440.20891745994,3.96965509543753e-06,0.210729684374633,8.86243198427805,NaN,858.078222560587,0.002,0.95,0.8,0.1,Hippolytidae,Decapoda,Malacostraca,Arthropoda,ME,MS,0bMb bjMpe jiMb,Mbf,,bjP jiD jiS,D,O,3125.04883159545,NaN,NaN,NaN,NaN,23798.8070483647,NaN,NaN,NaN,NaN,NaN,0.0007,NaN,NaN,NaN,4.94117647058823,0.21,NaN,NaN,1.1,2,0.109417249138079,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.17,275.15,1,213.673980268293,abj,2.5
Chortoicetes_terminifera,92.8225216994061,0.8756,0.01051,17.4,6523,1.898e-05,1.518,NaN,NaN,163.4,0.002,0.95,0.8,0.1,Acrididae,Orthoptera,Insecta,Arthropoda,BSh,TA,0iTg 0iTs 0iTa 0iTd,Th,Ms,biH,D,O,5.20999546444679,NaN,NaN,NaN,NaN,11.5958663970811,NaN,NaN,NaN,NaN,10.285249666882,0.0036,NaN,NaN,0.438,NaN,0.5,NaN,NaN,3.2,NaN,29.2914723547954,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.25,305.15,1,1,abp,2.5
Chriodorus_atherinoides,67.7410308925107,0.98618511656294,0.026884,17.4361767438369,5230.9116287894,3.50346568116838e-07,0.00855343823314401,NaN,NaN,976.491438245591,0.002,0.95,0.8,0.1,Hemiramphidae ,Beloniformes,Actinopterygii,Chordata,MA,MAW,0iMcp,Mpe,Mo,biPz,D,O,0.910823516407518,NaN,NaN,NaN,NaN,249.337937616558,NaN,NaN,NaN,NaN,NaN,0.00018,NaN,NaN,15.8,87.3,NaN,NaN,NaN,15,26,58.9561305452292,NaN,NaN,NaN,1,1,0,1,0,1,0,1,0.2,301.85,1,NaN,std,2.5
Christinus_marmoratus,12.9090767674153,0.84997,0.017078,4.8194,7189.5613,7.059e-10,581.5,NaN,NaN,886,0.00040266,0.95,0.8,0.1,Gekkonidae,Squamata,Reptilia,Chordata,BWh BSh,TA,0iTa 0iTd,Tt,,biCi,Dg,O,40.4843899313428,NaN,NaN,NaN,NaN,2323.62493561712,NaN,NaN,NaN,NaN,NaN,0.473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,5.3,0.0096401100094284,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.3,300.85,1,NaN,std,2.8
Chroicocephalus_ridibundus,2187.26849451644,0.825713331897306,0.048724369074429,542.919566840911,7324.0576746479,2.39833438978794e-13,11079.0229115413,NaN,85804.6919318721,178712.949177395,0.0219352658010373,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,Cfb Dfb,TH,0iFl 0iFm 0iMm,Tnsfm,Ms,biCvf biCi,Dg,O,4.49118980408334,NaN,NaN,NaN,NaN,1556.54006458474,NaN,NaN,NaN,4.01821559746237,12.0546467923871,26,NaN,NaN,NaN,306,NaN,NaN,NaN,NaN,NaN,0.0634098679794225,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.05,1,NaN,std,2.7
Chromileptes_altivelis,278.322089335765,0.95975,0.024015,22.3561,5228.9329,6.158e-10,0.02761,0.0326,NaN,146000,0.0012919,0.95,0.8,0.1,Serranidae,Perciformes,Actinopterygii,Chordata,MA,MIE MPW,0jMp jiMr,Mp,,bjPz jiCi jiCvf,Hsff,O,1.69522314491455,NaN,NaN,NaN,NaN,3535.75113082177,NaN,NaN,NaN,NaN,NaN,0.00045,NaN,NaN,1170,7214,NaN,NaN,NaN,39,70,NaN,NaN,0.04,NaN,1,1,1,1,1,1,1,1,0.2,301.15,1,NaN,abj,2.5
Chromis_chromis,43.839318358298,0.88859,0.035275,30.5435,5204.2298,6.876e-09,0.04375,0.7261,NaN,6676,0.002,0.95,0.8,0.1,Pomacentridae,OvalentariaIncSed,Actinopterygii,Chordata,MB,MAE,0iMc 0iMr,Mnm,,biCi,D,O,4.40519870713823,NaN,14.9610522129223,NaN,606.753784190738,3285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.85,22.92,0.29,0.7,NaN,5.28,11.7,200,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0.2,295.15,1,NaN,abj,2.6
Chromis_ternatensis,212.437304027492,0.726420215210735,0.023992,70.5191378974224,5218.02637023366,1.34956646797336e-09,0.333717618463977,0.333717618806522,NaN,4113.17632251927,0.002,0.95,0.8,0.1,Pomacentridae,OvalentariaIncSed,Actinopterygii,Chordata,MA,MI MPSW,0iMc 0iMr,Mnm,,biCi,D,O,1.98940491063109,NaN,NaN,NaN,NaN,1633.79878285579,NaN,NaN,NaN,NaN,NaN,0.00052,NaN,NaN,3,29.1,NaN,NaN,NaN,5,10.5,402.130303250442,NaN,NaN,NaN,1,1,0,1,0,1,1,1,0.2,300.85,1,NaN,abj,2.5
Chromis_verater,111.804282592659,0.654222291228967,0.0245313206851703,37.1780965821638,5215.86049878823,2.35545104307959e-09,0.722851856882836,3.47238369083518,NaN,21794.8835806155,0.002,0.95,0.8,0.1,Pomacentridae,OvalentariaIncSed,Actinopterygii,Chordata,MA,MPh,0iMc 0iMr,Mnm,,biCi,D,O,3.8899466836741,NaN,NaN,NaN,NaN,4969.40688839366,NaN,NaN,NaN,NaN,NaN,0.00052,NaN,NaN,8.9,71,NaN,NaN,NaN,8,16,205.658345744829,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,293.45,1,NaN,abj,2.5
Chrosomus_erythrogaster,43.995720800017,0.94298,0.023464,37.798,5213.9743,2.945e-08,0.1358,0.4738,NaN,267.4,0.002,0.95,0.8,0.1,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Cfa Dfa,THn,0iFp 0iFm 0iFl,Fh,Mp,biCi biHl biD,D,O,NaN,NaN,NaN,NaN,NaN,1825,NaN,NaN,NaN,NaN,NaN,0.000589,NaN,NaN,0.8,6.37,NaN,NaN,NaN,4.64,9.1,NaN,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,293.15,1,NaN,abj,2.4
Chrosomus_neogaeus,21.3830188312115,0.909845174425876,0.0408103915475227,72.782864997611,5219.78681486113,2.63816257903044e-09,0.689684627169458,553.464069232638,NaN,870.606558369026,0.002,0.95,0.8,0.1,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Cfa Dfa Dfb Dfc,THn,0iFp 0iFm 0iFl,Fh,Mp,biCi biHl biD,D,O,13,NaN,NaN,NaN,NaN,2190,NaN,NaN,NaN,NaN,365,0.0014,NaN,NaN,1.18,11.7,NaN,NaN,NaN,4.9,10.2,8.38356164383562,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,293.15,1,NaN,abj,2.4
Chrosomus_oreas,39.053303735374,0.92387,0.022997,36.6661,5216.9532,2.723e-07,0.6912,3.865,NaN,1499,0.002,0.95,0.8,0.1,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Cfa Dfa Dfb Dfc,THn,0iFp 0iFm 0iFl,Fh,Mp,biCi biHl biD,D,O,NaN,NaN,NaN,NaN,NaN,1863.43650192572,NaN,NaN,NaN,NaN,NaN,0.0021,NaN,NaN,2.52,6.88,NaN,NaN,NaN,5.2,7.2,0.456414800891294,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,289.15,1,NaN,abj,2.5
